prefix,truth,prediction
"package tp.pr4.commands;

import java.util.Scanner;

import tp.pr4.logica.Ficha;
import tp.pr4.logica.MovimientoInvalido;
import tp.pr4.logica.TipoJuego;

/**
 * Implementaci√≥n de comando para el comando ayuda. Mostrara la ayuda por pantalla.
 */
public class ComandoAyuda implements Comando{
	
	private GestorComandos gestor;
	private String ayudaSalir;
	
	/**
	 * Constructor de la clase.
	 * @param gestorComandos - Se utiliza para poder pedir a cada comando su ayuda en el metodo ejecuta.
	 */
	public ComandoAyuda(GestorComandos gestorComandos) {
		gestor = gestorComandos;
		ayudaSalir = ""AYUDA: muestra esta ayuda."";
	}
	
	/**
	 * Decide si el string de entrada es ""ayuda"".
	 */
	@Override
	public boolean analiza(String cmd) {
		if(cmd.equalsIgnoreCase(""ayuda"")) 
			return true;
		return false;
	}
	
	/**
	 * Imprime todos los comandos por pantalla.
	 */
","	@Override
",@Override
"package tp.pr4.commands;

import java.util.Scanner;

import tp.pr4.logica.Ficha;
import tp.pr4.logica.MovimientoInvalido;
import tp.pr4.logica.TipoJuego;

/**
 * Implementaci√≥n de comando para el comando ayuda. Mostrara la ayuda por pantalla.
 */
public class ComandoAyuda implements Comando{
	
	private GestorComandos gestor;
	private String ayudaSalir;
	
	/**
	 * Constructor de la clase.
	 * @param gestorComandos - Se utiliza para poder pedir a cada comando su ayuda en el metodo ejecuta.
	 */
","	public ComandoAyuda(GestorComandos gestorComandos) {
",public ComandoAyuda(GestorComandos gestorComandos) {
"package tp.pr4.commands;

import java.util.Scanner;

import tp.pr4.logica.Ficha;
import tp.pr4.logica.MovimientoInvalido;
import tp.pr4.logica.TipoJuego;

/**
 * Implementaci√≥n de comando para el comando ayuda. Mostrara la ayuda por pantalla.
 */
public class ComandoAyuda implements Comando{
	
	private GestorComandos gestor;
	private String ayudaSalir;
	
	/**
	 * Constructor de la clase.
	 * @param gestorComandos - Se utiliza para poder pedir a cada comando su ayuda en el metodo ejecuta.
	 */
	public ComandoAyuda(GestorComandos gestorComandos) {
		gestor = gestorComandos;
		ayudaSalir = ""AYUDA: muestra esta ayuda."";
	}
	
	/**
	 * Decide si el string de entrada es ""ayuda"".
	 */
","	@Override
",@Override
"package tp.pr4.commands;

import java.util.Scanner;

import tp.pr4.logica.Ficha;
import tp.pr4.logica.MovimientoInvalido;
import tp.pr4.logica.TipoJuego;

/**
 * Implementaci√≥n de comando para el comando ayuda. Mostrara la ayuda por pantalla.
 */
","public class ComandoAyuda implements Comando{
",public class ComandoAyuda extends Comandos {
"package tp.pr4.commands;

import java.util.Scanner;

import tp.pr4.logica.Ficha;
import tp.pr4.logica.MovimientoInvalido;
import tp.pr4.logica.TipoJuego;

/**
 * Implementaci√≥n de comando para el comando ayuda. Mostrara la ayuda por pantalla.
 */
public class ComandoAyuda implements Comando{
	
	private GestorComandos gestor;
	private String ayudaSalir;
	
	/**
	 * Constructor de la clase.
	 * @param gestorComandos - Se utiliza para poder pedir a cada comando su ayuda en el metodo ejecuta.
	 */
	public ComandoAyuda(GestorComandos gestorComandos) {
		gestor = gestorComandos;
		ayudaSalir = ""AYUDA: muestra esta ayuda."";
	}
	
	/**
	 * Decide si el string de entrada es ""ayuda"".
	 */
	@Override
	public boolean analiza(String cmd) {
		if(cmd.equalsIgnoreCase(""ayuda"")) 
			return true;
		return false;
	}
	
	/**
	 * Imprime todos los comandos por pantalla.
	 */
	@Override
	public void ejecuta(TipoJuego tipoJuego, Scanner in, Ficha turno) throws MovimientoInvalido {
		System.out.println(""Los comandos disponibles son:\n\n"" + gestor.devuelveAyuda());
	}
	
	/**
	 * Devuelve la ayuda del comando.
	 */
","	@Override
",@Override
"/*
 * Copyright (C) 2013, Arpinum
 *
 * Cocoritest est un logiciel libre ; vous pouvez le redistribuer ou le modifier suivant les termes de la GNU Lesser
 * General Public License telle que publiée par la Free Software Foundation ; soit la version 3 de la licence,
 * soit (à votre gré) toute version ultérieure.
 *
 * Cocoritest est distribué dans l'espoir qu'il sera utile, mais SANS AUCUNE GARANTIE ; pas même la garantie
 * implicite de COMMERCIABILISABILITÉ ni d'ADÉQUATION à UN OBJECTIF PARTICULIER. Consultez la GNU Lesser General
 * Public License pour plus de détails.
 *
 * Vous devez avoir reçu une copie de la GNU Lesser General Public License en même temps que Cocoritest ; si ce n'est
  * pas le cas, consultez http://www.gnu.org/licenses.
 */

","package fr.arpinum.cocoritest.interne.extensionlangage;
",package org.cocoritest.core.util;
"package moe.ahao.process.engine.wrapper.enums;

import lombok.AllArgsConstructor;
import lombok.Getter;

/**
 * xml流程配置文件从哪读取
 */
","@Getter
",@Getter
"package com.ghostchu.peerbanhelper.module.impl.webapi.dto;

import com.ghostchu.peerbanhelper.ipdb.IPGeoData;
import com.ghostchu.peerbanhelper.wrapper.PeerWrapper;
import lombok.AllArgsConstructor;
import lombok.Data;

/**
 * Peer DTO 对象，填充了额外的信息
 */
","@AllArgsConstructor
",@Data
"package com.yang67.outbreakservers.common;

public interface Constants {

    String CODE_200 = ""200""; //成功
    String CODE_401 = ""401"";  // 权限不足
    String CODE_400 = ""400"";  // 参数错误
    String CODE_500 = ""500""; // 系统错误
    String CODE_600 = ""600""; // 其他业务异常

","    String DICT_TYPE_ICON = ""icon"";
","String CODE_200_MSG = ""操作成功"";"
"package com.yang67.outbreakservers.common;

public interface Constants {

    String CODE_200 = ""200""; //成功
    String CODE_401 = ""401"";  // 权限不足
    String CODE_400 = ""400"";  // 参数错误
    String CODE_500 = ""500""; // 系统错误
","    String CODE_600 = ""600""; // 其他业务异常
","String CODE_404 = ""404""; // 资源不存在"
"package com.yang67.outbreakservers.common;

public interface Constants {

    String CODE_200 = ""200""; //成功
    String CODE_401 = ""401"";  // 权限不足
    String CODE_400 = ""400"";  // 参数错误
","    String CODE_500 = ""500""; // 系统错误
","String CODE_404 = ""404"";  // 资源不存在"
"package com.yang67.outbreakservers.common;

public interface Constants {

    String CODE_200 = ""200""; //成功
    String CODE_401 = ""401"";  // 权限不足
","    String CODE_400 = ""400"";  // 参数错误
","String CODE_403 = ""403"";  // 权限不足"
"/*
 * Copyright (C) 2013, Arpinum
 *
 * Cocoritest est un logiciel libre ; vous pouvez le redistribuer ou le modifier suivant les termes de la GNU Lesser
 * General Public License telle que publiée par la Free Software Foundation ; soit la version 3 de la licence,
 * soit (à votre gré) toute version ultérieure.
 *
 * Cocoritest est distribué dans l'espoir qu'il sera utile, mais SANS AUCUNE GARANTIE ; pas même la garantie
 * implicite de COMMERCIABILISABILITÉ ni d'ADÉQUATION à UN OBJECTIF PARTICULIER. Consultez la GNU Lesser General
 * Public License pour plus de détails.
 *
 * Vous devez avoir reçu une copie de la GNU Lesser General Public License en même temps que Cocoritest ; si ce n'est
  * pas le cas, consultez http://www.gnu.org/licenses.
 */

","package fr.arpinum.cocoritest.interne.affirmation.objet;
",package org.cocoritest.core.util;
"
/**
 * Provee las clases necesarias para el intercambio de información entre 
 * una determinada ""Facade"" y los servicios PGC2007.
 * 
 */
",package es.inteco.xbrl.pgc.apifacade.impl;,package es.uniovi.asw.dbManagement.impl;
"package net.javafxchina.xmdp.product;

import javafx.application.Application;
import net.javafxchina.xmdp.ui.dk.XMDPLauncher;

/**
 * 产品启动类
 * @author Victor
 *
 */
","public class XMDP {
",public class ProductLauncher extends Application {
"package cn.foxtech.device.protocol.v1.dahua.fire.core.entity;

import cn.foxtech.device.protocol.v1.dahua.fire.core.entity.infobj.*;
import cn.foxtech.device.protocol.v1.dahua.fire.core.enums.AduType;

import java.util.HashMap;
import java.util.Map;

public class AduInfObjMap {
    private static final Map<AduType, Class> aduTypeInfObjMap = new HashMap<>();

    /**
     * 获得Class
     *
     * @param aduType 命令字类型
     * @return 具体对应的InfObjEntity的Class
     */
","    public static Class getInfObjClass(AduType aduType) {
",public static Class getInfObjClass(AduType aduType) {
"package lsfusion.server.data.caches;

import lsfusion.base.col.SetFact;
import lsfusion.base.col.interfaces.immutable.ImMap;
import lsfusion.base.col.interfaces.immutable.ImSet;
import lsfusion.base.col.interfaces.mutable.MSet;
import lsfusion.base.comb.map.MapIterable;
import lsfusion.server.data.caches.hash.HashCodeValues;
import lsfusion.server.data.caches.hash.HashValues;
import lsfusion.server.data.translate.MapValuesTranslate;
import lsfusion.server.data.value.Value;

import java.util.Iterator;

// нужен чтобы с использованием hash'ей строить мапы ValueExpr'ов
","public class MapValuesIterable extends MapIterable<MapValuesTranslate, MapValuesTranslate> {
",public class MapValuesCache extends ValuesCache {
"class 投资回报类 {
  public static void main (String[] 参数) {
    float 账户余额 = 1000f;
    float 回报率 = 0.08f;

    // 第一年
","    账户余额 = (1 + 回报率) * 账户余额;
",float 投资额 = 账户余额 * 回报率;
"class 投资回报类 {
  public static void main (String[] 参数) {
    float 账户余额 = 1000f;
    float 回报率 = 0.08f;

    // 第一年
    账户余额 = (1 + 回报率) * 账户余额;

    // 第二年
    账户余额 = (1 + 回报率) * 账户余额;

    // 第三年
","    账户余额 = (1 + 回报率) * 账户余额;
",账户余额 = (1 + 回报率) * 账户余额;
