context,truth,prediction
"<fim_prefix>package cn.foxtech.device.protocol.v1.opcua.entity;

import lombok.AccessLevel;
import lombok.Getter;
import lombok.Setter;

@Getter(value = AccessLevel.PUBLIC)
@Setter(value = AccessLevel.PUBLIC)
public class OpcUaDataEntity {
    /**
     * 对象名称：用户自定义的名称，在设备内部唯一
     */
    private String objectName;

    /**<fim_suffix>
    private OpcUaNodeId nodeId;

    /**
     * 节点名称：opc设备侧的节点名，实际上它只在同一个父亲节点下名称唯一，但是在设备中可不唯一，它更多的是作为描述信息
     */
    private String nodeName;

    /**
     * 数据类型：opc设备侧的节点数值的数据类型
     */
    private String type;
}
<fim_middle>","
     * 节点ID：opc设备侧的节点ID，它在设备内具有唯一性
     */","
     * 对象ID：设备内部唯一
     */"
"<fim_prefix>package fr.gouv.beta.fabnum.kelrisks.persistance.referentiel;

import fr.gouv.beta.fabnum.commun.persistance.IAbstractDAO;
import fr.gouv.beta.fabnum.kelrisks.transverse.referentiel.entities.SecteurInformationSol;

import java.util.List;

import org.geolatte.geom.Geometry;

/**<fim_suffix>
public interface ISecteurInformationSolDAO extends IAbstractDAO<SecteurInformationSol> {
    
    List<SecteurInformationSol> rechercherSecteursDansPolygon(Geometry polygon);
    
    List<SecteurInformationSol> rechercherSecteursDansPolygons(List<Geometry> polygons);
}
  <fim_middle>","
 * Classe interface d'accès DAO à SecteurInformationSol
 */","
 *
 * @author <NAME> <<EMAIL>>
 *
"
"<fim_prefix>/**<fim_suffix>
package poc.jbehave;<fim_middle>","
 * <p>Ce paquetage contient :
 * <ul>
 * <li>la classe {@link poc.jbehave.AllStoriesTest}, pour l'exécution des scénarii de test ;</li>
 * <li>des sous-paquetages pour la définition des étapes des scénarii JBehave.</li>
 * </ul>
 * </p>
 * 
 * @author Xavier Pigeon
 */","
 * @author <NAME>
 *
 */"
"<fim_prefix>package top.alumopper.mcfpp.exception;

/**<fim_suffix>
public class ArgumentNotMatchException extends RuntimeException {
    public ArgumentNotMatchException(String s) {
        super(s);
    }
}
<fim_middle>","
 * 当参数不正确时抛出此异常。例如参数类型错误，参数数量不匹配等。
 */","
 * @author alumopper
 * @date 2021/3/4 22:00
 */"
"<fim_prefix>package com.easyink.wecom.domain.vo.autotag.keyword;

import com.easyink.wecom.domain.vo.autotag.TagInfoVO;
import com.easyink.wecom.domain.vo.autotag.TagRuleUserListVO;
import io.swagger.annotations.ApiModelProperty;
import lombok.Data;

import java.util.List;

/**<fim_suffix>
@Data
public class TagRuleKeywordInfoVO extends TagRuleUserListVO {

    @ApiModelProperty(""模糊匹配关键词列表"")
    private List<String> fuzzyMatchKeywordList;
    @ApiModelProperty(""精确匹配关键词列表"")
    private List<String> exactMatchKeywordList;
    @ApiModelProperty(""标签名称列表"")
    private List<TagInfoVO> tagList;
}
<fim_middle>","
 * 关键词规则详情
 *
 * @author tigger
 * 2022/2/28 15:03
 **/","
 * 标签规则关键词信息
 *
 * @author 田径
 * @date 2021-12-03 16:"
"<fim_prefix>package club.xiaojiawei.enums;

/**
 * @author 肖嘉威 xjw580@qq.com
 * @date 2024/3/7 10:59
 */
public enum StylesheetEnum {
    /**<fim_suffix>
    COMMON(),

    ACCORDION(),

    BUTTON(),

    CHECK_BOX(),

    COMBO_BOX(),

    CONTEXT_MENU(),

    JAVAFX_UI(),

    LABEL(),

    PROGRESS(),

    RADIO_BUTTON(),

    SCROLL_BAR(),

    TAB_PANE(),

    TABLE_VIEW(),

    TEXT_AREA(),

    TEXT_FILED(),

    TITLE(),

    TITLED_PANE(),

    TOGGLE_BUTTON(),

}
<fim_middle>","
     * 通用样式表，一般不需要自行添加
     */","
     * 通用样式
     */"
"<fim_prefix>rt java.lang.annotation.RetentionPolicy;

/** 用于构造查询条件 */
@java.lang.annotation.Inherited
@java.lang.annotation.Target({ElementType.FIELD})
@java.lang.annotation.Retention(RetentionPolicy.RUNTIME)
@java.lang.annotation.Documented
@Repeatable(value = Criteria.class)
public @interface Criterion {
  interface Default {}

  /**
   * 数据库条件参数名称
   *
   * @return 数据库条件参数名称
   */
  String value() default """";

  /**<fim_suffix>
  Operator operator() default Operator.EQUALS;

  /**
   * 条件顺序
   *
   * @return 条件顺序
   */
  int order() default 1;

  /**
   * 组名，默认DEFAULT，用于区分不同场景的条件
   *
   * @return 组名
   */
  Class<?> group() default Default.class;
}
<fim_middle>","
   * 条件运算符
   *
   * @return 条件运算符，默认为EQUALS
   */","
   * 条件运算符
   *
   * @return 条件运算符
   */"
"<fim_prefix>import java.lang.annotation.ElementType;
import java.lang.annotation.Repeatable;
import java.lang.annotation.RetentionPolicy;

/** 用于构造查询条件 */
@java.lang.annotation.Inherited
@java.lang.annotation.Target({ElementType.FIELD})
@java.lang.annotation.Retention(RetentionPolicy.RUNTIME)
@java.lang.annotation.Documented
@Repeatable(value = Criteria.class)
public @interface Criterion {
  interface Default {}

  /**<fim_suffix>
  String value() default """";

  /**
   * 条件运算符
   *
   * @return 条件运算符，默认为EQUALS
   */
  Operator operator() default Operator.EQUALS;

  /**
   * 条件顺序
   *
   * @return 条件顺序
   */
  int order() default 1;

  /**
   * 组名，默认DEFAULT，用于区分不同场景的条件
   *
   * @return 组名
   */
  Class<?> group() default Default.class;
}
<fim_middle>","
   * 数据库条件参数名称
   *
   * @return 数据库条件参数名称
   */","
   * 条件值
   *
   * @return 条件值
   */"
"<fim_prefix>ntionPolicy.RUNTIME)
@java.lang.annotation.Documented
@Repeatable(value = Criteria.class)
public @interface Criterion {
  interface Default {}

  /**
   * 数据库条件参数名称
   *
   * @return 数据库条件参数名称
   */
  String value() default """";

  /**
   * 条件运算符
   *
   * @return 条件运算符，默认为EQUALS
   */
  Operator operator() default Operator.EQUALS;

  /**
   * 条件顺序
   *
   * @return 条件顺序
   */
  int order() default 1;

  /**<fim_suffix>
  Class<?> group() default Default.class;
}
<fim_middle>","
   * 组名，默认DEFAULT，用于区分不同场景的条件
   *
   * @return 组名
   */","
   * 条件分组
   *
   * @return 条件分组
   */"
"<fim_prefix>tation.Target({ElementType.FIELD})
@java.lang.annotation.Retention(RetentionPolicy.RUNTIME)
@java.lang.annotation.Documented
@Repeatable(value = Criteria.class)
public @interface Criterion {
  interface Default {}

  /**
   * 数据库条件参数名称
   *
   * @return 数据库条件参数名称
   */
  String value() default """";

  /**
   * 条件运算符
   *
   * @return 条件运算符，默认为EQUALS
   */
  Operator operator() default Operator.EQUALS;

  /**<fim_suffix>
  int order() default 1;

  /**
   * 组名，默认DEFAULT，用于区分不同场景的条件
   *
   * @return 组名
   */
  Class<?> group() default Default.class;
}
<fim_middle>","
   * 条件顺序
   *
   * @return 条件顺序
   */","
   * 排序
   *
   * @return 排序
   */"
"<fim_prefix>package work.myfavs.framework.orm.meta.annotation;

import work.myfavs.framework.orm.meta.enumeration.Operator;

import java.lang.annotation.ElementType;
import java.lang.annotation.Repeatable;
import java.lang.annotation.RetentionPolicy;

/**<fim_suffix>
@java.lang.annotation.Inherited
@java.lang.annotation.Target({ElementType.FIELD})
@java.lang.annotation.Retention(RetentionPolicy.RUNTIME)
@java.lang.annotation.Documented
@Repeatable(value = Criteria.class)
public @interface Criterion {
  interface Default {}

  /**
   * 数据库条件参数名称
   *
   * @return 数据库条件参数名称
   */
  String value() default """";

  /**
   * 条件运算符
   *
   * @return 条件运算符，默认为EQUALS
   */
  Oper<fim_middle>", 用于构造查询条件 */,"
 * 数据库条件注解"
"<fim_prefix>package com.easyink.common.enums;

import lombok.AllArgsConstructor;
import lombok.Getter;

/**
 * 会话发言Enum
 *
 * @author wx
 * 2023/2/20 17:48
 **/
@AllArgsConstructor
public enum ContactSpeakEnum {
    /**<fim_suffix>
    CUSTOMER(0),
    /**
     * 员工先发言
     */
    USER(1),
    ;
    @Getter
    private Integer code;
}
<fim_middle>","
     * 客户先发言
     */","
     * 客服先发言
    "
"<fim_prefix>package com.easyink.common.enums;

import lombok.AllArgsConstructor;
import lombok.Getter;

/**
 * 会话发言Enum
 *
 * @author wx
 * 2023/2/20 17:48
 **/
@AllArgsConstructor
public enum ContactSpeakEnum {
    /**
     * 客户先发言
     */
    CUSTOMER(0),
    /**<fim_suffix>
    USER(1),
    ;
    @Getter
    private Integer code;
}
<fim_middle>","
     * 员工先发言
     */","
     * 用户发言
     */"
"<fim_prefix>package com.rzg.zombieland.comunes.misc;

import java.util.List;

/**<fim_suffix>
public class ZombielandException extends Exception {
    private static final long serialVersionUID = 2748734264163995657L;

    private List<String> errores;
    
    /**
     * Construye una excepción.
     * @param mensaje - el mensaje de error.
     */
    public ZombielandException(String mensaje) {
        super(mensaje);
        Log.info(""Excepción de Zombieland esperada: "");
        Log.info(mensaje<fim_middle>","
 * Excepción con un mensaje amigable para el usuario.
 * @author nicolas
 *
 */","
 * Excepción de Zombieland.
 * @author <NAME>
 */"
"<fim_prefix>}
    
    /**
     * Construye una excepción.
     * @param mensaje - el mensaje de error.
     * @param errores - el listado de mensajes de error.
     */
    public ZombielandException(String mensaje, List<String> errores) {
        super(mensaje);
        this.errores = errores;
        Log.info(""Listado de errores: "");
        for (String error : errores)
            Log.info(error);
    }
    
    /**<fim_suffix>
    public List<String> getErrores() {
        return errores;
    }
}
<fim_middle>","
     * @return el listado de errores.
     */","
     * Devuelve la lista de errores.
     * @"
"<fim_prefix>package com.rzg.zombieland.comunes.misc;

import java.util.List;

/**
 * Excepción con un mensaje amigable para el usuario.
 * @author nicolas
 *
 */
public class ZombielandException extends Exception {
    private static final long serialVersionUID = 2748734264163995657L;

    private List<String> errores;
    
    /**<fim_suffix>
    public ZombielandException(String mensaje) {
        super(mensaje);
        Log.info(""Excepción de Zombieland esperada: "");
        Log.info(mensaje);
    }
    
    /**
     * Construye una excepción.
     * @param mensaje - el mensaje de error.
     * @param errores - el listado de mensajes de error.
     */
    public ZombielandException(String mensaje, List<String> errores) {
        super(mensaje)<fim_middle>","
     * Construye una excepción.
     * @param mensaje - el mensaje de error.
     */","
     * Construye una excepción.
     * @param mensaje - el mensaje de error.
     */"
"<fim_prefix>ndException extends Exception {
    private static final long serialVersionUID = 2748734264163995657L;

    private List<String> errores;
    
    /**
     * Construye una excepción.
     * @param mensaje - el mensaje de error.
     */
    public ZombielandException(String mensaje) {
        super(mensaje);
        Log.info(""Excepción de Zombieland esperada: "");
        Log.info(mensaje);
    }
    
    /**<fim_suffix>
    public ZombielandException(String mensaje, List<String> errores) {
        super(mensaje);
        this.errores = errores;
        Log.info(""Listado de errores: "");
        for (String error : errores)
            Log.info(error);
    }
    
    /**
     * @return el listado de errores.
     */
    public List<String> getErrores() {
        return errores;
    }
}
<fim_middle>","
     * Construye una excepción.
     * @param mensaje - el mensaje de error.
     * @param errores - el listado de mensajes de error.
     */","
     * Construye una excepción.
     * @param mensaje - el mensaje de error.
     * @param errores - el listado de errores.
     */"
"<fim_prefix>/**
 * 
 */
package fr.inria.coast.yjs;

import java.util.concurrent.TimeUnit;

import org.openqa.selenium.By;
import org.openqa.selenium.chrome.ChromeDriver;

import fr.inria.coast.general.CollaborativeWriter;

/**<fim_suffix>
public class YjsWriter extends CollaborativeWriter {

	public YjsWriter(int n_user, int type_spd, String DOC_URL, int exp_id, int textSize) {
		super(n_user, type_spd, DOC_URL, exp_id, textSize);
		driver = new ChromeDriver();
		while (this.inputElement == null) {
			driver.manage().timeouts().implicitlyWait(10, TimeUnit.SECONDS);
			driver.get(DOC_URL);
			this.inputElement = driver.findElement(By.id(""text<fim_middle>","
 * @author Quang Vinh DANG
 *
 */","
 * 
 * @author <NAME>
 *
 */"
"<fim_prefix>package top.tocome.mirai.component.utils;

import top.tocome.utils.Error;

/**<fim_suffix>
public class Message extends Error {
    public Message(String message) {
        super(message);
    }
}
<fim_middle>","
 * Error别名
 * 供指令系统反馈消息
 */","
 * 封装错误信息
 *
 * @author tocome
"
